GeneName,FoldChange,Pvalue,Padj
DNA damage inducible 1 homolog 1,1.445529765,0.677854609,NA
platelet factor 4 variant 1,1.445529765,0.677854609,NA
EMAP like 3,-0.155961319,0.677923608,0.753283102
RCC1 like,-0.112666832,0.67812605,0.753469539
"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",0.163622167,0.678526232,0.753875655
aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,0.121361482,0.678721354,0.754048319
activator of basal transcription 1,-0.086015577,0.678751005,0.754048319
KIAA0100,0.102401604,0.678935084,0.75421428
coiled-coil alpha-helical rod protein 1,-0.484597764,0.678972554,0.754217366
Ras related GTP binding D,0.09907465,0.679042421,0.754256439
MAFG divergent transcript,0.14748996,0.679087687,0.754268182
long intergenic non-protein coding RNA 1013,-0.58910557,0.67953337,0.754724648
CWC15 spliceosome associated protein homolog,0.083895933,0.679578211,0.754735895
"small nucleolar RNA, C/D box 34",0.41698272,0.679635023,0.754760435
"phenylalanyl-tRNA synthetase 2, mitochondrial",-0.099867697,0.67978996,0.754893938
NA,-1.445815672,0.679961779,0.754988406
nuclear pore complex interacting protein family member B9,-1.445815672,0.679961779,0.754988406
CIRBP antisense RNA 1,-0.191082031,0.679979209,0.754988406
microRNA 3178,-1.011318828,0.680308868,0.755315856
NA,0.459444751,0.680422547,0.755403492
NA,-0.344157778,0.680798614,0.755782408
NA,-0.303092793,0.681095834,0.756073757
ATPase phospholipid transporting 8A2,0.178756583,0.681206379,0.756157863
immunoglobulin lambda variable 3-10,-1.445915827,0.681581336,0.756458207
monoacylglycerol O-acyltransferase 2,-1.445915827,0.681581336,0.756458207
vault RNA 1-3,-1.445915827,0.681581336,0.756458207
signal induced proliferation associated 1 like 2,0.126730865,0.681777831,0.756637664
NA,0.140531977,0.682152791,0.757015151
Kruppel like factor 17,-0.457715385,0.682221394,0.757052641
chromosome 11 open reading frame 96,-0.170459476,0.682662988,0.757504008
sirtuin 7,0.103566636,0.682808799,0.757586673
"GUF1 homolog, GTPase",0.086285985,0.682808845,0.757586673
ring finger protein 25,-0.079434451,0.682842024,0.757586673
nicotinamide nucleotide transhydrogenase,0.081335186,0.683030801,0.757757445
interleukin 17F,1.420632967,0.683241376,NA
microRNA 32,1.420632967,0.683241376,NA
ribonuclease A family member 3,1.420632967,0.683241376,NA
C-C motif chemokine ligand 22,1.420632967,0.683241376,NA
immunoglobulin lambda like polypeptide 5,1.316268284,0.683328779,NA
NA,1.316268284,0.683328779,NA
"RNA, U5F small nuclear 1",1.316268284,0.683328779,NA
T cell leukemia homeobox 3,1.316268284,0.683328779,NA
GOLGA2 pseudogene 3 Y-linked,1.316268284,0.683328779,NA
leukocyte immunoglobulin like receptor A3,-0.748706542,0.683554535,0.758299783
uroplakin 1B,0.472043772,0.683782579,0.758502259
NA,0.219156354,0.683806829,0.758502259
intraflagellar transport 172,-0.071202624,0.683868769,0.758532264
N-acetyl-alpha-glucosaminidase,-0.116900151,0.684403717,0.75908689
sperm acrosome associated 6,-0.133068205,0.684575302,0.759238466
alpha 2-HS glycoprotein,0.359973884,0.685400324,0.760114693
stress induced phosphoprotein 1,0.070865777,0.685777923,0.760456008
"LSM1 homolog, mRNA degradation associated",-0.096924031,0.685778046,0.760456008
THAP domain containing 11,-0.089414074,0.685863135,0.760499388
G protein subunit alpha i1,-0.124463349,0.685887126,0.760499388
family with sequence similarity 156 member B,-0.175154592,0.685938601,0.760517677
aldehyde dehydrogenase 1 family member A2,-0.15843261,0.686151377,0.760714793
NSMCE1 divergent transcript,0.378325654,0.686391109,0.760941773
NA,0.122057587,0.686494769,0.761017886
MHC class I polypeptide-related sequence A,1.405566503,0.686507745,NA
chromosome 3 open reading frame 22,1.405566503,0.686507745,NA
pregnancy specific beta-1-glycoprotein 9,1.405566503,0.686507745,NA
retinal degeneration 3 like,1.405566503,0.686507745,NA
uncharacterized LOC100507477,-0.88258221,0.686655165,0.761156883
MFF divergent transcript,0.189517839,0.687257489,0.761758229
microRNA 593,-1.079168418,0.687267728,0.761758229
microRNA 103a-2,-0.736837762,0.687443262,0.761913945
3'-phosphoadenosine 5'-phosphosulfate synthase 1,-0.091992483,0.687708455,0.762169013
translocation associated membrane protein 2,-0.102496422,0.687744701,0.762170331
NA,-0.110519231,0.688025953,0.762443155
transmembrane protein 238 like,-0.657486126,0.688273724,0.762652312
SAP30 like,0.070866272,0.688284854,0.762652312
"CCZ1 homolog, vacuolar protein trafficking and biogenesis associated",0.104099934,0.688569138,0.762891661
von Willebrand factor A domain containing 2,-0.171855436,0.688571044,0.762891661
NA,0.473377089,0.688678427,0.762971753
NA,-0.465089556,0.688872825,0.763133941
"RAB41, member RAS oncogene family",0.121111404,0.688896232,0.763133941
growth hormone releasing hormone,0.499975431,0.68894081,0.763133941
transcriptional adaptor 2B,0.07814063,0.688965227,0.763133941
eukaryotic translation initiation factor 2D,-0.097670007,0.689072532,0.763213914
myosin IIIB,0.313699464,0.689220971,0.763287097
long intergenic non-protein coding RNA 607,-0.289536401,0.689236823,0.763287097
peter pan homolog,-0.158735474,0.689260856,0.763287097
Ras association domain family member 2,0.199258948,0.689279038,0.763287097
perilipin 5,0.165487678,0.689684178,0.763686065
NA,-0.131191081,0.689709576,0.763686065
MIA SH3 domain ER export factor 2,-0.10664812,0.6897937,0.763740316
fibroblast activation protein alpha,-0.170363903,0.689935954,0.763858918
MAGE family member F1,-0.076077087,0.69004299,0.763911611
"NSE1 homolog, SMC5-SMC6 complex component",-0.104296691,0.690053821,0.763911611
"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3",1.388814155,0.690145276,NA
asparagine synthetase (glutamine-hydrolyzing),0.096629553,0.690223693,0.764060759
IGF like family receptor 1,0.123014135,0.690519951,0.764340883
ribonuclease H2 subunit C,0.072705713,0.69054706,0.764340883
prolyl 4-hydroxylase subunit alpha 1,0.132573832,0.690622057,0.764384979
SPANXA2 overlapping transcript 1,0.513963557,0.690767742,0.76447895
long intergenic non-protein coding RNA 593,0.71193839,0.690777286,0.76447895
nuclear assembly factor 1 ribonucleoprotein,-0.077440712,0.691206729,0.764915276
NA,1.078478983,0.691485456,0.765151199
uncharacterized LOC441242,-0.658381132,0.691490307,0.765151199
chromosome 2 open reading frame 83,0.537662668,0.6916088,0.765243367
NA,-0.282584539,0.691657101,0.765257864
N-sulfoglucosamine sulfohydrolase,-0.150193113,0.691808986,0.765386961
gamma-aminobutyric acid type A receptor subunit alpha3,-0.148942156,0.69197406,0.765530635
E2F transcription factor 4,0.093175183,0.692257171,0.765804872
NA,-0.543586115,0.692329117,0.765845494
NA,0.174093538,0.692593127,0.766098559
PTPRF interacting protein alpha 1,0.060799405,0.692687098,0.766136406
FRY antisense RNA 1,0.203512842,0.692697821,0.766136406
regulatory factor X associated ankyrin containing protein,-0.126058802,0.692798266,0.766208521
myosin light chain 12B,-0.099793734,0.692836466,0.766211792
cardiotrophin 1,-0.161066605,0.693075421,0.766437067
leucine rich repeat neuronal 3,0.202300066,0.69322304,0.76653791
zinc finger and SCAN domain containing 5D pseudogene,-0.592888292,0.693237895,0.76653791
heparan sulfate-glucosamine 3-sulfotransferase 3A1,0.366693771,0.693272385,0.76653791
calcium binding and coiled-coil domain 1,0.087387306,0.693610442,0.766872693
microRNA 302d,1.078236505,0.693759181,0.766966108
complement factor H related 4,0.643402535,0.693765488,0.766966108
RNA polymerase III subunit F,0.087534304,0.694259145,0.767472826
NME2 pseudogene 1,-0.444877752,0.694305482,0.767485026
microRNA 568,-0.169449472,0.694368974,0.767516186
ES cell expressed Ras,-0.213031627,0.694727742,0.767873708
RIC8 guanine nucleotide exchange factor B,0.069968708,0.694845646,0.767964983
"small nucleolar RNA, C/D box 113-1",-0.515135993,0.694914195,0.767988915
telomerase RNA component,-0.420584588,0.694937948,0.767988915
zona pellucida glycoprotein 3,-0.232548946,0.695154008,0.768182772
sorting nexin 5,-0.107923133,0.695184032,0.768182772
TMCC1 antisense RNA 1 (head to head),-0.102644515,0.695530803,0.768526895
nucleolar pre-rRNA processing protein NIP7,0.075721459,0.695614884,0.768580738
helt bHLH transcription factor,0.84551746,0.695783267,0.768727716
kinesin family member 3C,-0.126861212,0.696095016,0.769033068
stem-loop binding protein,-0.078580977,0.696333104,0.769257013
adaptor related protein complex 5 subunit zeta 1,0.104208709,0.696611446,0.769490747
isochorismatase domain containing 1,-0.102026051,0.696615468,0.769490747
"small nucleolar RNA, H/ACA box 71D",1.060326385,0.696936293,0.76978689
negative elongation factor complex member B,-0.094003918,0.696954379,0.76978689
long intergenic non-protein coding RNA 2584,-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 116-10",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-8",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-11",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-17",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-33",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-44",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-48",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-27",-1.37590163,0.69701472,NA
"small nucleolar RNA, C/D box 115-28",-1.37590163,0.69701472,NA
microRNA 300,-1.37590163,0.69701472,NA
microRNA 509-2,-1.37590163,0.69701472,NA
microRNA 874,-1.37590163,0.69701472,NA
microRNA 365a,-1.37590163,0.69701472,NA
WASH and IL9R antisense RNA 1,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
nuclear casein kinase and cyclin dependent kinase substrate 1 pseudogene 1,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 1502,-1.37590163,0.69701472,NA
binder of sperm protein homolog 1,-1.37590163,0.69701472,NA
FAM83A antisense RNA 1,-1.37590163,0.69701472,NA
chromosome X open reading frame 49B,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
SMIM10L2B antisense RNA 1,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
Wilms tumor 1 associated protein pseudogene 1,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
microRNA 1200,-1.37590163,0.69701472,NA
microRNA 513c,-1.37590163,0.69701472,NA
microRNA 1468,-1.37590163,0.69701472,NA
microRNA 1204,-1.37590163,0.69701472,NA
microRNA 548i-3,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
microRNA 1185-2,-1.37590163,0.69701472,NA
microRNA 1324,-1.37590163,0.69701472,NA
microRNA 1197,-1.37590163,0.69701472,NA
microRNA 1305,-1.37590163,0.69701472,NA
microRNA 1290,-1.37590163,0.69701472,NA
"RNA, U6 small nuclear 21, pseudogene",-1.37590163,0.69701472,NA
microRNA 514b,-1.37590163,0.69701472,NA
microRNA 548u,-1.37590163,0.69701472,NA
microRNA 4288,-1.37590163,0.69701472,NA
microRNA 3065,-1.37590163,0.69701472,NA
microRNA 4275,-1.37590163,0.69701472,NA
microRNA 3165,-1.37590163,0.69701472,NA
microRNA 3179-1,-1.37590163,0.69701472,NA
microRNA 3169,-1.37590163,0.69701472,NA
microRNA 3179-3,-1.37590163,0.69701472,NA
microRNA 3138,-1.37590163,0.69701472,NA
MT-RNR2 like 1,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 2582,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 2059,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
RIPOR3 antisense RNA 1,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 1093,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
ITPKB intronic transcript 1,-1.37590163,0.69701472,NA
MIR3681 host gene,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
uncharacterized LOC100506675,-1.37590163,0.69701472,NA
C10orf71 antisense RNA 1,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
uncharacterized LOC100506937,-1.37590163,0.69701472,NA
peptidylprolyl isomerase A pseudogene 70,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 1968,-1.37590163,0.69701472,NA
C1QTNF1 antisense RNA 1,-1.37590163,0.69701472,NA
uncharacterized LOC100507513,-1.37590163,0.69701472,NA
flotillin 1,-1.37590163,0.69701472,NA
general transcription factor IIA subunit 1 like,-1.37590163,0.69701472,NA
peptidoglycan recognition protein 3,-1.37590163,0.69701472,NA
transglutaminase 7,-1.37590163,0.69701472,NA
"beta-1,4-N-acetyl-galactosaminyltransferase 2",-1.37590163,0.69701472,NA
olfactory receptor family 13 subfamily C member 3,-1.37590163,0.69701472,NA
ankyrin repeat and SOCS box containing 11,-1.37590163,0.69701472,NA
chromosome 11 putative open reading frame 40,-1.37590163,0.69701472,NA
colony stimulating factor 2,-1.37590163,0.69701472,NA
goosecoid homeobox,-1.37590163,0.69701472,NA
cancer/testis antigen 1B,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 337,-1.37590163,0.69701472,NA
serine protease 40A (pseudogene),-1.37590163,0.69701472,NA
chromosome 7 putative open reading frame 66,-1.37590163,0.69701472,NA
"anterior gradient 3, protein disulphide isomerase family member",-1.37590163,0.69701472,NA
cytochrome P450 family 11 subfamily B member 2,-1.37590163,0.69701472,NA
coiled-coil domain containing 63,-1.37590163,0.69701472,NA
keratin 28,-1.37590163,0.69701472,NA
"elongin A3, pseudogene",-1.37590163,0.69701472,NA
family with sequence similarity 170 member B,-1.37590163,0.69701472,NA
psoriasis susceptibility 1 candidate 1,-1.37590163,0.69701472,NA
family with sequence similarity 9 member B,-1.37590163,0.69701472,NA
epiphycan,-1.37590163,0.69701472,NA
G protein-coupled receptor class C group 6 member A,-1.37590163,0.69701472,NA
forkhead box I1,-1.37590163,0.69701472,NA
acidic nuclear phosphoprotein 32 family member D,-1.37590163,0.69701472,NA
PRAME nuclear receptor transcriptional regulator,-1.37590163,0.69701472,NA
p53-responsive gene 1,-1.37590163,0.69701472,NA
TP53 target 3,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 314,-1.37590163,0.69701472,NA
"testis-specific transcript, Y-linked 16",-1.37590163,0.69701472,NA
"testis-specific transcript, Y-linked 22",-1.37590163,0.69701472,NA
"REXO1 like 1, pseudogene",-1.37590163,0.69701472,NA
claudin 17,-1.37590163,0.69701472,NA
interleukin 36 receptor antagonist,-1.37590163,0.69701472,NA
growth differentiation factor 2,-1.37590163,0.69701472,NA
MAGE family member A2B,-1.37590163,0.69701472,NA
olfactory receptor family 2 subfamily T member 1,-1.37590163,0.69701472,NA
olfactory receptor family 1 subfamily J member 2,-1.37590163,0.69701472,NA
"RNA, U6 small nuclear 6, pseudogene",-1.37590163,0.69701472,NA
"RNA, U4 small nuclear 1",-1.37590163,0.69701472,NA
chitinase acidic,-1.37590163,0.69701472,NA
uncharacterized LOC283299,-1.37590163,0.69701472,NA
NA,-1.37590163,0.69701472,NA
golgin A8 family member G,-1.37590163,0.69701472,NA
immunoglobulin heavy variable 3-73,-1.37590163,0.69701472,NA
tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon pseudogene 7,-1.37590163,0.69701472,NA
immunoglobulin heavy variable 3-7,-1.37590163,0.69701472,NA
long intergenic non-protein coding RNA 2800,-1.37590163,0.69701472,NA
immunoglobulin heavy variable 1-24,-1.37590163,0.69701472,NA
immunoglobulin heavy joining 5,-1.37590163,0.69701472,NA
T cell receptor beta variable 30,-1.37590163,0.69701472,NA
T cell receptor beta variable 27,-1.37590163,0.69701472,NA
olfactory receptor family 2 subfamily V member 2,-1.37590163,0.69701472,NA
HLA complex group 22,-1.37590163,0.69701472,NA
T cell receptor beta variable 5-1,-1.37590163,0.69701472,NA
T cell receptor beta variable 4-1,-1.37590163,0.69701472,NA
T cell receptor beta joining 2-2,-1.37590163,0.69701472,NA
T cell receptor alpha variable 38-2/delta variable 8,-1.37590163,0.69701472,NA
T cell receptor alpha variable 35,-1.37590163,0.69701472,NA
T cell receptor alpha variable 26-2,-1.37590163,0.69701472,NA
T cell receptor alpha variable 26-1,-1.37590163,0.69701472,NA
T cell receptor alpha variable 24,-1.37590163,0.69701472,NA
T cell receptor alpha variable 14/delta variable 4,-1.37590163,0.69701472,NA
T cell receptor alpha variable 8-7 (pseudogene),-1.37590163,0.69701472,NA
T cell receptor alpha variable 8-6,-1.37590163,0.69701472,NA
keratin 6C,-1.37590163,0.69701472,NA
T cell receptor alpha joining 34,-1.37590163,0.69701472,NA
